0,1,2,3,4,5,6,Filename
0.17269662,0.032873083,0.15893982,0.19369762,0.13295038,0.22954796,0.079294555,sad\PrivateTest_10247676.jpg
0.15510696,0.009082243,0.08659515,0.3138683,0.22701438,0.18507966,0.023253223,sad\PrivateTest_10455506.jpg
0.13516206,0.0156313,0.13794744,0.16473061,0.2270714,0.25256503,0.066892155,sad\PrivateTest_10658656.jpg
0.1390546,0.007895434,0.15576953,0.11039055,0.16576913,0.32155308,0.09956767,sad\PrivateTest_10702106.jpg
0.12611243,0.017005578,0.107665166,0.23120299,0.22740765,0.24860665,0.04199953,sad\PrivateTest_10814167.jpg
0.17250325,0.01502884,0.13977838,0.24911903,0.1288451,0.23943129,0.05529409,sad\PrivateTest_11080550.jpg
0.15069719,0.0056600715,0.09883626,0.39873,0.10948944,0.21538831,0.021198682,sad\PrivateTest_11127811.jpg
0.19649076,0.0031038611,0.07460852,0.38921452,0.14282605,0.18811601,0.005640365,sad\PrivateTest_11149326.jpg
0.14065136,0.014729173,0.09113007,0.20488468,0.29038432,0.23301421,0.025206216,sad\PrivateTest_11164632.jpg
0.18481298,0.0052888514,0.13799861,0.20363046,0.106667735,0.33437982,0.027221557,sad\PrivateTest_11574818.jpg
0.16886966,0.018966744,0.1128716,0.22260994,0.2163689,0.2315074,0.02880578,sad\PrivateTest_11603346.jpg
0.14175572,0.0076123355,0.1599287,0.1076246,0.20358475,0.31306908,0.066424854,sad\PrivateTest_11715431.jpg
0.13106243,0.00566936,0.09625054,0.4276814,0.11450095,0.19434552,0.0304897,sad\PrivateTest_11721576.jpg
0.1131094,0.025234869,0.11947659,0.21287848,0.19044325,0.25425678,0.08460059,sad\PrivateTest_11825918.jpg
0.23346901,0.010239596,0.14002162,0.22905385,0.13089845,0.22210006,0.03421741,sad\PrivateTest_11898126.jpg
0.15258245,0.03889351,0.13273706,0.20581087,0.18145283,0.22179908,0.06672424,sad\PrivateTest_11904014.jpg
0.14525446,0.005434491,0.10328017,0.29627892,0.13449408,0.29437816,0.020879718,sad\PrivateTest_12102664.jpg
0.13482742,0.00625455,0.10297248,0.24759723,0.1723428,0.313315,0.022690495,sad\PrivateTest_12111908.jpg
0.1064172,0.012988153,0.09189427,0.2278863,0.29070383,0.23685102,0.03325918,sad\PrivateTest_12187141.jpg
0.12651889,0.026706856,0.11946757,0.21441247,0.21628813,0.23324399,0.06336206,sad\PrivateTest_12304340.jpg
0.14526278,0.027278157,0.109053805,0.21138741,0.23895407,0.22048505,0.047578726,sad\PrivateTest_1256234.jpg
0.17751847,0.025304811,0.15491977,0.18107697,0.13121116,0.25733104,0.07263776,sad\PrivateTest_12667445.jpg
0.22501683,0.015164956,0.1601552,0.12674089,0.17242989,0.24897438,0.05151783,sad\PrivateTest_12874597.jpg
0.13012823,0.009512294,0.07673918,0.41438085,0.1673719,0.1860821,0.015785525,sad\PrivateTest_13043698.jpg
0.17413916,0.022667985,0.15236993,0.1847102,0.14591686,0.24743932,0.07275649,sad\PrivateTest_1313210.jpg
0.17472762,0.021295438,0.13445637,0.17852703,0.16508923,0.28303578,0.04286843,sad\PrivateTest_13202678.jpg
0.12680396,0.015927352,0.10140877,0.23737872,0.2319229,0.25610602,0.030452233,sad\PrivateTest_13437169.jpg
0.15192498,0.023921542,0.12102229,0.20656362,0.18520531,0.2600886,0.05127367,sad\PrivateTest_13447678.jpg
0.10815466,0.0062250886,0.07467315,0.48584485,0.1491009,0.15920268,0.0167986,sad\PrivateTest_13472479.jpg
0.13004726,0.021717587,0.11651808,0.2635081,0.18432206,0.23271793,0.05116895,sad\PrivateTest_13548922.jpg
0.14387156,0.03550515,0.138243,0.20508988,0.1596802,0.22674765,0.09086259,sad\PrivateTest_13593494.jpg
0.21462755,0.010454092,0.12169864,0.15689461,0.2019775,0.26942998,0.024917616,sad\PrivateTest_13729879.jpg
0.13775064,0.014107223,0.08913815,0.3080935,0.19824904,0.22892417,0.02373727,sad\PrivateTest_13782747.jpg
0.13279617,0.042696748,0.13865271,0.13271882,0.20129243,0.25874645,0.09309669,sad\PrivateTest_13843698.jpg
0.17398933,0.0067623225,0.12839681,0.16516055,0.14970288,0.34488675,0.031101367,sad\PrivateTest_13961881.jpg
0.12458959,0.01598155,0.1542866,0.19993107,0.12662108,0.2788622,0.09972789,sad\PrivateTest_13994896.jpg
0.14019044,0.019452509,0.09880615,0.20245907,0.28791183,0.22018744,0.030992612,sad\PrivateTest_14084773.jpg
0.16423546,0.012683694,0.094593324,0.24519771,0.23673654,0.22805656,0.018496644,sad\PrivateTest_1414350.jpg
0.13434502,0.020811098,0.12591587,0.22745003,0.21338515,0.18656707,0.09152579,sad\PrivateTest_14258429.jpg
0.13303503,0.007612437,0.12609288,0.2406746,0.13474782,0.3070896,0.050747655,sad\PrivateTest_14294323.jpg
0.13468103,0.0067481603,0.06952485,0.44568115,0.16006622,0.16899057,0.014307982,sad\PrivateTest_14881899.jpg
0.13897789,0.00478838,0.11990177,0.23761863,0.1280731,0.34510827,0.02553198,sad\PrivateTest_14883248.jpg
0.15000215,0.0066458643,0.10158331,0.36657158,0.12271719,0.22958739,0.022892432,sad\PrivateTest_1495838.jpg
0.13246022,0.006740092,0.108965345,0.34331205,0.117604375,0.24308908,0.047828846,sad\PrivateTest_15055076.jpg
0.11350418,0.011057077,0.07999057,0.4469966,0.16827358,0.15132456,0.028853346,sad\PrivateTest_15070486.jpg
0.07842429,0.0056808125,0.09750435,0.28492182,0.2321423,0.25536874,0.045957714,sad\PrivateTest_15444839.jpg
0.13786884,0.0060830824,0.106033035,0.28556874,0.12769504,0.30751827,0.029233031,sad\PrivateTest_1565308.jpg
0.12406571,0.018119216,0.107751094,0.23480846,0.22679901,0.2502798,0.03817664,sad\PrivateTest_15886483.jpg
0.096698746,0.012000323,0.112554625,0.30389136,0.18154146,0.21288583,0.080427624,sad\PrivateTest_16163666.jpg
0.15575263,0.006460651,0.09189033,0.3318534,0.13897397,0.2571642,0.017904835,sad\PrivateTest_16607046.jpg
0.13350277,0.0123814605,0.12125098,0.21714154,0.15705732,0.31448975,0.04417623,sad\PrivateTest_16703899.jpg
0.16295396,0.023601571,0.121802315,0.33954126,0.1309629,0.16266811,0.05846983,sad\PrivateTest_16934951.jpg
0.14350533,0.028161256,0.16445854,0.15454999,0.13559645,0.23858115,0.13514723,sad\PrivateTest_17045732.jpg
0.19568709,0.007412273,0.103871584,0.28153148,0.13930896,0.2544559,0.017732678,sad\PrivateTest_17481534.jpg
0.1518145,0.026721349,0.12703131,0.22312732,0.17884958,0.23791797,0.054538004,sad\PrivateTest_17634420.jpg
0.15128732,0.016992329,0.13229907,0.2419514,0.15010387,0.25164628,0.0557197,sad\PrivateTest_17770169.jpg
0.1167884,0.033652186,0.13172862,0.2021422,0.22229247,0.19708304,0.09631319,sad\PrivateTest_17886584.jpg
0.1470466,0.020065002,0.1138046,0.17403337,0.26124057,0.24590912,0.037900694,sad\PrivateTest_18603124.jpg
0.12868237,0.021681728,0.089064114,0.29969642,0.23023231,0.20163378,0.029009271,sad\PrivateTest_18647834.jpg
0.12014642,0.019681234,0.11001284,0.24216905,0.23424293,0.221718,0.052029517,sad\PrivateTest_18731290.jpg
0.2110328,0.011442653,0.15089096,0.10297596,0.21053505,0.26582062,0.047301922,sad\PrivateTest_19012494.jpg
0.1810197,0.011790062,0.15311465,0.20675139,0.14530095,0.24120419,0.060819075,sad\PrivateTest_19311825.jpg
0.19934826,0.01501468,0.14114507,0.16992438,0.14719254,0.29197893,0.035396226,sad\PrivateTest_1942677.jpg
0.13995817,0.0319571,0.12437812,0.19054136,0.23683274,0.21883918,0.057493385,sad\PrivateTest_19557271.jpg
0.13464627,0.009412377,0.07983909,0.35010803,0.21603756,0.18858482,0.021371895,sad\PrivateTest_19588981.jpg
0.11841059,0.012481659,0.104321755,0.28663933,0.17442352,0.25609154,0.047631558,sad\PrivateTest_2013992.jpg
0.17066269,0.011885796,0.08010902,0.26238853,0.26493248,0.19472265,0.015298892,sad\PrivateTest_20161982.jpg
0.13570456,0.0069725993,0.111566976,0.28185955,0.13287933,0.29751134,0.033505652,sad\PrivateTest_20623789.jpg
0.1642044,0.02936497,0.17812309,0.1182791,0.14063194,0.23195115,0.13744533,sad\PrivateTest_21188058.jpg
0.12886985,0.009857303,0.13444106,0.24269016,0.1418382,0.29061896,0.051684514,sad\PrivateTest_21378170.jpg
0.13838974,0.0020393964,0.08342451,0.30904987,0.14065523,0.316924,0.009517147,sad\PrivateTest_21379308.jpg
0.17997542,0.01947813,0.1185202,0.2427672,0.18053116,0.21607357,0.042654295,sad\PrivateTest_21734160.jpg
0.107398465,0.016988568,0.11736503,0.2663232,0.19649656,0.23800157,0.05742655,sad\PrivateTest_21760566.jpg
0.18050884,0.03360085,0.12975071,0.29640585,0.13969037,0.1658775,0.054165915,sad\PrivateTest_2202708.jpg
0.14164105,0.011548169,0.10921133,0.35238773,0.13601698,0.21880063,0.030394122,sad\PrivateTest_22191391.jpg
0.13037406,0.0059039807,0.06768366,0.5492529,0.107027836,0.11920649,0.020551052,sad\PrivateTest_22199939.jpg
0.14425226,0.019933727,0.09485166,0.28689557,0.22145678,0.20279206,0.029817948,sad\PrivateTest_2223963.jpg
0.17472938,0.020670539,0.13116996,0.27194735,0.12671536,0.22491938,0.049848028,sad\PrivateTest_2233220.jpg
0.1519928,0.009297508,0.111295916,0.2921494,0.1471849,0.25743866,0.030640872,sad\PrivateTest_22407614.jpg
0.093437925,0.010962178,0.07401138,0.34905007,0.25933373,0.19259217,0.020612568,sad\PrivateTest_22453983.jpg
0.16860512,0.006419759,0.12790781,0.22018218,0.12118301,0.32580656,0.029895566,sad\PrivateTest_22673081.jpg
0.2224051,0.011558426,0.13631505,0.20717056,0.14482574,0.24427384,0.033451334,sad\PrivateTest_22714167.jpg
0.13640207,0.0369092,0.16746962,0.1198259,0.22087407,0.1693475,0.14917158,sad\PrivateTest_22791863.jpg
0.22134088,0.012480638,0.15981545,0.16494514,0.12278787,0.2612886,0.057341386,sad\PrivateTest_23030368.jpg
0.16344942,0.0060167196,0.084683254,0.31180623,0.22282398,0.19127694,0.019943446,sad\PrivateTest_23077730.jpg
0.18266208,0.008405597,0.11578148,0.2580875,0.13331075,0.27337506,0.028377509,sad\PrivateTest_2311869.jpg
0.1336503,0.02417091,0.14534207,0.14940055,0.16846776,0.287868,0.09110037,sad\PrivateTest_23248169.jpg
0.10128357,0.013519701,0.10340543,0.3246079,0.19592822,0.21437198,0.046883177,sad\PrivateTest_2326190.jpg
0.08641161,0.0100026475,0.08604082,0.39622957,0.19130737,0.19585449,0.034153428,sad\PrivateTest_23297571.jpg
0.16181448,0.024929486,0.14502761,0.19252451,0.15546134,0.2550301,0.06521249,sad\PrivateTest_24153381.jpg
0.17066269,0.011885796,0.08010902,0.26238853,0.26493248,0.19472265,0.015298892,sad\PrivateTest_24324231.jpg
0.13216741,0.007335327,0.13559808,0.19503981,0.1188244,0.36849782,0.042537175,sad\PrivateTest_24545562.jpg
0.13687447,0.027749058,0.116407014,0.24269795,0.18253972,0.23818606,0.055545688,sad\PrivateTest_24635993.jpg
0.14458646,0.033220828,0.119717404,0.19352913,0.22850025,0.2282213,0.0522246,sad\PrivateTest_24655069.jpg
