0,1,2,3,4,5,6,Filename
0.090937495,0.00911281,0.12767377,0.26410767,0.15154971,0.28804207,0.06857647,fear\PrivateTest_10153550.jpg
0.16046384,0.023496712,0.12350844,0.23896499,0.18662333,0.22539368,0.04154896,fear\PrivateTest_10254684.jpg
0.1746713,0.03270476,0.1894984,0.11030063,0.16765416,0.18850791,0.13666287,fear\PrivateTest_10306709.jpg
0.1728171,0.009521897,0.10452797,0.31919885,0.14724067,0.2207139,0.02597958,fear\PrivateTest_10555537.jpg
0.22585863,0.004164322,0.10818096,0.18389386,0.15736562,0.3064479,0.014088643,fear\PrivateTest_10629254.jpg
0.113947526,0.016261674,0.1617916,0.18652672,0.13271487,0.2752499,0.113507755,fear\PrivateTest_11014592.jpg
0.17465822,0.01755191,0.13871516,0.23143482,0.16957659,0.21479598,0.053267345,fear\PrivateTest_11015881.jpg
0.09677752,0.017160315,0.13834155,0.36422896,0.124591,0.1419329,0.11696779,fear\PrivateTest_11251019.jpg
0.12093562,0.014342953,0.09340144,0.21235275,0.31520966,0.21314162,0.030615916,fear\PrivateTest_11524863.jpg
0.1524412,0.016346836,0.182001,0.1489804,0.19022004,0.16258408,0.14742646,fear\PrivateTest_1161501.jpg
0.12923236,0.008222829,0.085397445,0.36955228,0.1613477,0.22356139,0.022685928,fear\PrivateTest_11661249.jpg
0.17034854,0.03807957,0.16786303,0.17611697,0.1549027,0.15966213,0.133027,fear\PrivateTest_11761292.jpg
0.20701692,0.0041535906,0.14293644,0.20241886,0.10581063,0.30304018,0.034623425,fear\PrivateTest_12148942.jpg
0.14664161,0.022686299,0.11127772,0.24262421,0.19763608,0.23466025,0.04447387,fear\PrivateTest_12771526.jpg
0.123442605,0.022411525,0.10626672,0.2503409,0.21925505,0.22116666,0.05711653,fear\PrivateTest_12898388.jpg
0.096435785,0.013814089,0.19384246,0.12479016,0.11996916,0.23140788,0.21974042,fear\PrivateTest_12953885.jpg
0.18582077,0.025895711,0.15297526,0.18460122,0.15010945,0.2452339,0.055363715,fear\PrivateTest_13163686.jpg
0.15840393,0.013995923,0.12744617,0.2387316,0.2049249,0.22412902,0.032368477,fear\PrivateTest_13169749.jpg
0.15441483,0.057886347,0.15457827,0.15660545,0.15287936,0.20280471,0.12083108,fear\PrivateTest_13213011.jpg
0.18456024,0.014341457,0.11951043,0.27068675,0.16080566,0.22002973,0.030065794,fear\PrivateTest_134207.jpg
0.14003877,0.014630471,0.18100834,0.17213601,0.10928396,0.27836454,0.10453793,fear\PrivateTest_13502009.jpg
0.13137572,0.02865096,0.10546731,0.30681384,0.20399313,0.17312454,0.050574485,fear\PrivateTest_13748909.jpg
0.12629928,0.026085565,0.12327754,0.259786,0.17607065,0.21743588,0.0710451,fear\PrivateTest_13831616.jpg
0.13149853,0.020466974,0.16501863,0.161911,0.13501969,0.23584668,0.15023847,fear\PrivateTest_13889101.jpg
0.07652743,0.0014917654,0.041300442,0.74915093,0.047393963,0.07452694,0.009608524,fear\PrivateTest_14029039.jpg
0.11105783,0.015908346,0.12014428,0.22180085,0.19343713,0.26266715,0.074984394,fear\PrivateTest_14105736.jpg
0.10405554,0.01119287,0.077771485,0.3406535,0.24127859,0.1993937,0.025654307,fear\PrivateTest_14182117.jpg
0.11177597,0.022084275,0.10056062,0.26536614,0.25157738,0.20552625,0.04310937,fear\PrivateTest_14225810.jpg
0.15612715,0.002463425,0.13448425,0.253821,0.083048694,0.33623105,0.03382445,fear\PrivateTest_14546605.jpg
0.1524302,0.0017012723,0.09185728,0.40818563,0.073994234,0.25761446,0.014217,fear\PrivateTest_14639804.jpg
0.100498244,0.016606001,0.10328633,0.26660183,0.24615382,0.21213298,0.0547208,fear\PrivateTest_14661354.jpg
0.11905932,0.024786776,0.12802711,0.22474635,0.19424157,0.23021701,0.07892183,fear\PrivateTest_14703355.jpg
0.1936244,0.007173191,0.08556482,0.15709284,0.3526392,0.19331442,0.01059109,fear\PrivateTest_14968053.jpg
0.1635934,0.007658501,0.13017464,0.15065628,0.16010764,0.3548542,0.032955304,fear\PrivateTest_15016639.jpg
0.12429271,0.019540254,0.1454983,0.1317507,0.22067258,0.26553357,0.092711896,fear\PrivateTest_15069375.jpg
0.15625778,0.023299137,0.13554302,0.19799253,0.1657063,0.26654065,0.05466055,fear\PrivateTest_15132565.jpg
0.15039913,0.008522718,0.09573213,0.49781135,0.07962598,0.1353359,0.03257287,fear\PrivateTest_15203089.jpg
0.10836972,0.011808283,0.116633624,0.2071492,0.27125615,0.2211236,0.06365953,fear\PrivateTest_1540303.jpg
0.10058338,0.011262831,0.17366143,0.15743472,0.14622389,0.25357786,0.15725587,fear\PrivateTest_15498246.jpg
0.14045835,0.01804977,0.1925713,0.09523967,0.12859227,0.2247051,0.2003835,fear\PrivateTest_1585627.jpg
0.095209345,0.00872068,0.065881744,0.52337486,0.13770589,0.14677913,0.022328412,fear\PrivateTest_16341056.jpg
0.19040972,0.008616808,0.106785394,0.30919313,0.12137293,0.24019906,0.023422884,fear\PrivateTest_16358339.jpg
0.14194646,0.021853022,0.19378364,0.14338624,0.13252996,0.19755442,0.16894628,fear\PrivateTest_166793.jpg
0.12862723,0.025781132,0.15410829,0.19492517,0.14620249,0.25372806,0.0966276,fear\PrivateTest_16750126.jpg
0.15165675,0.013726644,0.10922649,0.13247897,0.22261667,0.3452798,0.025014753,fear\PrivateTest_16758094.jpg
0.145008,0.02634398,0.117112115,0.24098246,0.1928678,0.23375775,0.043927964,fear\PrivateTest_16764057.jpg
0.12046891,0.026324516,0.19128495,0.12989622,0.1508877,0.20044711,0.18069059,fear\PrivateTest_16765445.jpg
0.15253025,0.013816389,0.10599401,0.16862126,0.2717681,0.25962287,0.027647093,fear\PrivateTest_16848302.jpg
0.12875646,0.011680384,0.085441835,0.42575854,0.16697547,0.1579119,0.023475392,fear\PrivateTest_16907620.jpg
0.16728531,0.0051908027,0.09591694,0.4048041,0.119260155,0.18986127,0.01768146,fear\PrivateTest_16930132.jpg
0.12796083,0.032409664,0.14875077,0.15449604,0.17151119,0.26139274,0.10347875,fear\PrivateTest_17228407.jpg
0.14085497,0.02382635,0.17900711,0.16572988,0.12711944,0.21984671,0.14361556,fear\PrivateTest_17434608.jpg
0.12915875,0.022017578,0.13042215,0.18983878,0.18583272,0.26782054,0.07490948,fear\PrivateTest_17521746.jpg
0.1861844,0.0090566985,0.117725976,0.3098429,0.1190539,0.22905304,0.02908299,fear\PrivateTest_17558149.jpg
0.13059707,0.012267164,0.09932538,0.38229063,0.1537425,0.18881623,0.032960966,fear\PrivateTest_17591258.jpg
0.1647723,0.04343458,0.119700275,0.23230222,0.20137037,0.1905934,0.047826815,fear\PrivateTest_17689844.jpg
0.12917508,0.023116907,0.124994226,0.3211642,0.14581391,0.16287623,0.092859544,fear\PrivateTest_1769758.jpg
0.09898115,0.017905798,0.13524757,0.21476202,0.17842796,0.23902066,0.1156549,fear\PrivateTest_17770974.jpg
0.089739285,0.008169031,0.08340953,0.32550222,0.23293296,0.23232272,0.027924258,fear\PrivateTest_17923343.jpg
0.09429216,0.010397313,0.2163664,0.06550024,0.11297327,0.15524825,0.34522232,fear\PrivateTest_17989446.jpg
0.14051977,0.007987965,0.11633695,0.2227823,0.1520042,0.32627687,0.03409193,fear\PrivateTest_18061719.jpg
0.122455336,0.02244627,0.124256946,0.17491779,0.24314812,0.22912948,0.08364604,fear\PrivateTest_18135112.jpg
0.123714104,0.013942229,0.12954192,0.15374206,0.25758275,0.2717689,0.049707957,fear\PrivateTest_18306002.jpg
0.090930395,0.0038431103,0.19315456,0.054246057,0.14569247,0.1307721,0.38136125,fear\PrivateTest_18551149.jpg
0.16360185,0.016881963,0.11307504,0.1929251,0.17889108,0.2975674,0.037057493,fear\PrivateTest_18777484.jpg
0.15271465,0.014907634,0.17059831,0.17458473,0.1232277,0.2758425,0.08812457,fear\PrivateTest_18859828.jpg
0.15758182,0.007472662,0.11991988,0.21468347,0.14352374,0.32647255,0.03034576,fear\PrivateTest_18873656.jpg
0.15817358,0.026350351,0.11031189,0.3335983,0.15394808,0.17024775,0.047370043,fear\PrivateTest_19126547.jpg
0.09986893,0.01212802,0.11136275,0.25964633,0.21599033,0.2427243,0.058279295,fear\PrivateTest_19235366.jpg
0.16472572,0.017545504,0.124479994,0.26494426,0.1599292,0.22483313,0.043542117,fear\PrivateTest_19500320.jpg
0.12543921,0.015281504,0.13516544,0.23635262,0.15027286,0.2552255,0.08226283,fear\PrivateTest_19575997.jpg
0.13116059,0.0077508846,0.104639806,0.42573112,0.12209291,0.17888427,0.029740414,fear\PrivateTest_19618455.jpg
0.079347044,0.0018407326,0.04582036,0.55425006,0.1415382,0.17197953,0.005224048,fear\PrivateTest_19689419.jpg
0.12647809,0.030836653,0.1278211,0.2422452,0.1722593,0.20470642,0.09565329,fear\PrivateTest_20037888.jpg
0.15230411,0.022333331,0.15855545,0.16575989,0.15328147,0.24840339,0.099362396,fear\PrivateTest_20151184.jpg
0.14095052,0.024014512,0.12165617,0.2733875,0.17543171,0.21591713,0.048642397,fear\PrivateTest_2021545.jpg
0.14915985,0.010579831,0.12179591,0.24092677,0.15416147,0.28864947,0.034726676,fear\PrivateTest_2022160.jpg
0.16574934,0.028095981,0.118183196,0.2426291,0.19689906,0.20621368,0.042229664,fear\PrivateTest_20475755.jpg
0.110093035,0.0014438032,0.057996415,0.6726191,0.044259332,0.09740968,0.016178679,fear\PrivateTest_20881078.jpg
0.18009935,0.011004674,0.1305621,0.25289735,0.13243718,0.26318476,0.029814549,fear\PrivateTest_20960444.jpg
0.08467457,0.009652872,0.10270448,0.42167217,0.14624996,0.14954443,0.08550146,fear\PrivateTest_20999913.jpg
0.1058829,0.013953776,0.10861858,0.26449007,0.22199097,0.22592147,0.059142295,fear\PrivateTest_21248575.jpg
0.15086156,0.014365706,0.110360615,0.2646001,0.18465379,0.2417993,0.03335895,fear\PrivateTest_21287480.jpg
0.14734828,0.024679283,0.1391796,0.17835154,0.16610195,0.27412045,0.07021892,fear\PrivateTest_2159049.jpg
0.16455851,0.0270491,0.14489694,0.17222773,0.17556049,0.2604808,0.05522639,fear\PrivateTest_2178829.jpg
0.16988721,0.0042535197,0.07124601,0.39785716,0.15575698,0.1917471,0.009252026,fear\PrivateTest_22495571.jpg
0.0912739,0.0054578977,0.21841393,0.0509424,0.10798482,0.1569219,0.36900517,fear\PrivateTest_22731792.jpg
0.14064538,0.022640308,0.16961741,0.16110376,0.116754286,0.24426693,0.14497195,fear\PrivateTest_22817278.jpg
0.11580689,0.019506587,0.09002625,0.28344142,0.24781667,0.211437,0.03196518,fear\PrivateTest_22969065.jpg
0.19397675,0.02334336,0.16304028,0.18692708,0.13478073,0.23291492,0.065016896,fear\PrivateTest_2333732.jpg
0.12488338,0.0060182624,0.07879354,0.5200565,0.09260171,0.15382215,0.02382441,fear\PrivateTest_23953536.jpg
0.13074648,0.03052949,0.106831886,0.22209449,0.23646604,0.2300456,0.04328599,fear\PrivateTest_24015128.jpg
0.13687475,0.016724108,0.12575687,0.2512452,0.1648189,0.24798866,0.056591474,fear\PrivateTest_24203455.jpg
0.20078094,0.011227084,0.14586681,0.16721107,0.12990466,0.3078255,0.037183892,fear\PrivateTest_24218254.jpg
0.10416035,0.01504354,0.1918395,0.093979865,0.12633277,0.21429807,0.25434598,fear\PrivateTest_24272642.jpg
0.12106749,0.015283312,0.12653439,0.4009306,0.12042887,0.13627525,0.07948009,fear\PrivateTest_24680759.jpg
0.14602794,0.02562347,0.1443742,0.19705439,0.16791539,0.25646746,0.06253715,fear\PrivateTest_24824494.jpg
0.14490154,0.036415387,0.15439168,0.13471547,0.19464606,0.23024434,0.10468562,fear\PrivateTest_24828119.jpg
0.13649887,0.0022587562,0.098818466,0.4756724,0.06459388,0.18675336,0.03540425,fear\PrivateTest_24828491.jpg
0.17043774,0.017236784,0.14734972,0.30326152,0.101815335,0.17378831,0.08611058,fear\PrivateTest_24836625.jpg
0.113241136,0.011495495,0.09836296,0.23066978,0.27990857,0.23222318,0.03409889,fear\PrivateTest_24920316.jpg
0.16025643,0.0043444596,0.1275079,0.16938323,0.10355306,0.4091741,0.025780777,fear\PrivateTest_25205497.jpg
0.13540402,0.02781969,0.12785473,0.22425435,0.2028661,0.2296712,0.05212992,fear\PrivateTest_25410736.jpg
0.14767872,0.018731704,0.13524835,0.18441525,0.17206903,0.29037642,0.051480528,fear\PrivateTest_25595121.jpg
0.1233914,0.014881079,0.115446344,0.23089771,0.20785439,0.2649243,0.042604808,fear\PrivateTest_26046026.jpg
0.10366261,0.01149211,0.20036447,0.12889749,0.08961534,0.23024227,0.23572578,fear\PrivateTest_26164588.jpg
0.19441846,0.014242126,0.16255485,0.18722473,0.09802064,0.2710074,0.07253179,fear\PrivateTest_26224087.jpg
0.12766485,0.010626881,0.07840623,0.34714815,0.2082657,0.2073233,0.020564886,fear\PrivateTest_26257014.jpg
0.12972613,0.009749555,0.1232459,0.3105371,0.14504495,0.20901906,0.07267729,fear\PrivateTest_2632530.jpg
0.17866164,0.016998062,0.14514752,0.2597368,0.118046686,0.22570331,0.055706028,fear\PrivateTest_26414992.jpg
0.12479626,0.02028318,0.10119995,0.22890209,0.25204024,0.23324592,0.039532416,fear\PrivateTest_26581691.jpg
0.110093035,0.0014438032,0.057996415,0.6726191,0.044259332,0.09740968,0.016178679,fear\PrivateTest_26726116.jpg
0.17187953,0.033477686,0.15179244,0.16441937,0.15513673,0.22977562,0.093518615,fear\PrivateTest_27940448.jpg
0.11617406,0.018717203,0.109550625,0.23756394,0.22332561,0.2472316,0.047436953,fear\PrivateTest_28273224.jpg
0.10956514,0.01476626,0.21110398,0.10705476,0.102320746,0.18745372,0.26773545,fear\PrivateTest_28370133.jpg
0.15298651,0.027407682,0.15607649,0.13100612,0.196238,0.25267887,0.083606355,fear\PrivateTest_28573973.jpg
0.13444507,0.02571287,0.15678114,0.19019073,0.16108032,0.2475152,0.08427471,fear\PrivateTest_28783336.jpg
0.13156657,0.0016010538,0.06419689,0.5948441,0.066885665,0.12852575,0.012380019,fear\PrivateTest_28892368.jpg
0.183153,0.011120366,0.13575411,0.276467,0.11640847,0.23894154,0.03815559,fear\PrivateTest_29140304.jpg
